uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253383352906	0.00670343773039	0.00859907819044	0.0408754542514	0.000580707122596	0.4	0.125	0.75	0.22754491018
1392518336	0.000288481995718	0.00286705076045	0.0175203722092	0.0137495383332	0.00252384249436	0.7	0.125	0.666666666667	0.952095808383
361208576	0.000152655056068	0.00196939081998	0.00711960833078	0.0021834687875	0.000625376901257	0.5	0.25	0.416666666667	0.77245508982
1535215357	0.000570473146533	0.00831103404964	0.170624626729	0.168831317946	0.00151877247448	0.7	0.0	0.666666666667	0.341317365269
4396196375	0.00030026167721	0.00332100046419	0.0337055909438	0.0521257723949	0.0016751166998	0.9	0.0	0.833333333333	0.946107784431
17938477	8.0294155475e-05	0.00171340414494	0.00498118441093	0.0154833005781	0.00125075380251	0.2	0.25	1.0	0.239520958084
720288026681716737	1.706851808e-05	0.000238920896704	0.00876517818081	7.08048598925e-05	0.00194313537176	1.0	0.125	0.75	0.51497005988
174004739	8.84678120203e-05	0.00642697212134	0.0512332243548	0.254562607762	0.000625376901257	0.4	0.0	0.75	0.0
53783678	0.000182945665618	0.00371010021025	0.0358766902716	0.133888162767	0.00118374913452	0.3	0.25	0.5	0.724550898204
257662370	0.000185109280586	0.00473063375474	0.0174940503528	0.018049498338	0.000670046679919	0.5	0.25	0.916666666667	0.526946107784
4795355113	6.92356789724e-05	0.00138915435655	0.000702521270783	0.000797989907437	0.000178679114645	1.0	0.25	0.916666666667	0.958083832335
1633971270	2.76461912564e-05	0.000201376184365	0.00696349249283	0.0113651368352	4.46697786612e-05	0.7	0.125	0.833333333333	0.479041916168
2803810119	1.39432964597e-05	0.00111268874751	0.00357977247024	0.0157225061859	6.70046679919e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0113972024458	0.0827621986184	0.0113365512559	0.00380049869585	0.00531570366069	0.7	0.0	0.916666666667	0.766467065868
102071251	8.34193770953e-05	0.00267591404309	0.00515363795285	0.00134146504823	0.000491367565274	0.4	0.125	0.25	0.622754491018
3358825450	8.24577704429e-05	0.000460776015072	0.00412345495241	0.0204568635743	0.0	0.9	0.0	0.75	0.11377245509
555940842	0.000104093920122	0.00141987275756	0.0385079682613	0.0236890097462	0.000111674446653	0.6	0.0	0.75	0.353293413174
2469354073	2.06745430265e-05	0.000153592005024	0.000132516932215	3.44456075153e-05	0.000268018671967	0.8	0.125	1.0	0.0
360464656	9.4958656924e-05	0.00281585342544	0.0744100727391	0.0251969618974	0.000312688450629	0.5	0.125	0.75	0.880239520958
77243076	2.16361496789e-05	0.000645086421101	0.0111967731219	7.65457944784e-06	0.000223348893306	0.3	0.25	0.75	0.305389221557
1731752761	3.60602494648e-06	0.000139939382355	4.17519101499e-05	0.000118645981441	0.0	0.7	0.0	0.666666666667	0.215568862275
2330149164	0.000104815125111	0.00161100947492	0.0232957505632	0.00278435327415	0.000268018671967	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.11086843899e-05	0.00135843595555	0.00107828846213	0.00134720598282	6.70046679919e-05	0.8	0.25	1.0	0.497005988024
443273019	5.31287675448e-05	0.000576823307757	0.00978809997949	0.00499844037944	2.23348893306e-05	0.5	0.125	0.666666666667	0.874251497006
2591381383	0.00142990909211	0.00605835130929	0.00301702933344	0.000346369720015	0.00810756482702	0.8	0.25	1.0	0.934131736527
1093716612	3.72622577803e-05	0.000839636294132	0.00272385831217	0.00152708859984	0.000156344225314	0.7	0.125	1.0	0.437125748503
36620392	0.000129095693084	0.00424937880567	0.0292217988538	0.00987823477743	0.000670046679919	0.3	0.125	0.833333333333	0.179640718563
3437626995	4.08682827268e-06	0.000143352538023	5.89972643422e-05	2.29637383435e-05	0.0	0.9	0.0	1.0	0.131736526946
387962514	0.000129095693084	0.0129256205117	0.00123440430008	0.00571222991295	0.000201014003976	0.5	0.125	1.0	0.706586826347
2938363689	1.58665097645e-05	0.000477841793409	0.000412073200175	1.14818691718e-05	6.70046679919e-05	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000251940942927	0.00515727821314	0.0716326630639	0.000903240374845	0.00326089384227	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114431191635	0.000150178849357	0.0215167561307	0.0118856482376	0.000134009335984	0.4	0.125	0.583333333333	0.0
2291500309	1.20200831549e-06	0.000105807825683	6.35355154455e-06	1.91364486196e-06	0.0	0.8	0.125	0.75	0.137724550898
352663209	4.8801537609e-05	0.000539278595418	0.00951308196263	0.00423106878979	4.46697786612e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000626005930709	0.0110142533381	0.083636337232	0.0206405734811	0.00920197440422	0.2	0.0	0.75	0.952095808383
2277153890	0.000182945665618	0.00320154001584	0.0053932576111	0.00733500075589	0.00176445625712	0.8	0.125	0.666666666667	0.604790419162
455246957	8.58233937262e-05	0.00156322529558	0.00805811865893	0.0218978381554	0.000647711790588	0.6	0.0	0.25	0.910179640719
1400974436	0.000111305970015	0.00291824809546	0.00333742986133	0.00695035813864	0.000178679114645	0.7	0.125	1.0	0.455089820359
449119247	0.000157222687667	0.00100688092183	0.0374814158617	0.0729519694276	0.000848725794564	0.5	0.125	0.916666666667	0.730538922156
330816423	6.01004157747e-05	0.00204789340032	0.00815523723254	0.00509029533281	6.70046679919e-05	0.5	0.125	0.5	0.766467065868
29204608	9.39970502716e-05	0.00412309204598	0.00877062408214	0.00995286692705	0.000178679114645	0.3	0.125	0.833333333333	0.0
2733660094	3.14926178659e-05	0.00113658083718	0.00090765022065	0.00768711141049	2.23348893306e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.56261081014e-05	0.000143352538023	0.00249603810679	0.0088085072996	0.000134009335984	1.0	0.125	0.833333333333	0.0
22045364	7.69285321916e-05	0.000788438959124	0.00181348514086	0.00263891626464	0.000379693118621	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.67850003786e-05	0.00307866641182	0.000148854636187	0.00016648710299	4.46697786612e-05	0.9	0.125	0.916666666667	0.88622754491
372046661	5.72155958175e-05	0.00496955465145	0.0107148108548	0.0168802613273	0.00035735822929	0.5	0.0	0.666666666667	0.934131736527
849310634	0.000120922036539	0.00133454386588	0.0108573119394	0.00215476411457	4.46697786612e-05	0.6	0.0	0.916666666667	0.461077844311
24036997	0.000449310708331	0.00621194331431	0.0582802206679	0.000120559626303	0.00113907935586	0.3	0.125	0.416666666667	0.22754491018
1141088486	5.14459559031e-05	0.000928378341479	0.00581440731348	0.000813299066333	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.004065192123	0.0207280943669	0.0391796294246	0.0296232224631	0.0010944095772	0.9	0.25	0.833333333333	0.359281437126
3293949957	0.000111305970015	0.000948857275483	0.0188264808767	0.033881082281	0.000268018671967	0.9	0.0	0.833333333333	0.712574850299
727272715665690624	1.29816898073e-05	0.000191136717363	0.00110551796875	0.000799903552299	2.23348893306e-05	1.0	0.0	0.583333333333	0.706586826347
2752545437	8.51021887369e-05	0.000607541708762	0.037404265593	0.0853389926191	0.00035735822929	0.8	0.0	0.666666666667	0.0658682634731
14368656	0.000212515070179	0.00111951505884	0.0295240463773	0.0373218157428	0.000580707122596	0.2	0.125	0.25	0.0718562874251
20405419	0.000165877147538	0.0050890150998	0.0589546047819	0.00275756224608	0.000178679114645	0.3	0.125	1.0	0.706586826347
2682726528	4.39935043471e-05	0.000832809982798	0.00554574284817	0.014861365998	4.46697786612e-05	0.8	0.0	0.416666666667	0.796407185629
717841856785088512	8.70254020417e-05	0.0034029162002	0.00448106913935	0.0138318250622	6.70046679919e-05	1.0	0.0	0.833333333333	0.251497005988
2889092479	1.17796814918e-05	0.000119460448352	0.00310234845418	0.0026408299095	0.0	0.8	0.0	0.583333333333	0.269461077844
3182191980	3.53390444755e-05	0.00304112169948	0.0526473433986	3.06183177913e-05	0.000670046679919	0.9	0.25	1.0	0.419161676647
2582869146	5.79368008068e-05	0.00361794500724	0.00255049712003	0.000398038131288	2.23348893306e-05	0.8	0.125	0.583333333333	0.0419161676647
3092469172	3.77430611065e-05	0.000604128553095	0.0124983435383	0.00664226131586	0.00035735822929	0.9	0.25	0.5	0.616766467066
2826839454	4.56763159888e-06	0.00140622013489	0.000707059521886	0.00134146504823	0.000402028007951	0.8	0.0	1.0	0.670658682635
2660374267	9.13526319775e-06	0.000187723561696	0.0038593287382	0.000373160748082	0.000245683782637	0.8	0.125	0.5	0.0
261625073	0.00173930603252	0.00905510198509	0.0257228072532	0.00762587477491	0.0175998927925	0.5	0.25	0.583333333333	0.221556886228
233499930	0.000760871263707	0.0100210250389	0.158578293	3.44456075153e-05	0.00236749826905	0.5	0.125	0.833333333333	0.299401197605
2664749580	0.00011947962656	0.00432105507468	0.00299887632903	0.00754741533557	0.000580707122596	0.8	0.25	1.0	0.74251497006
106594321	1.08180748394e-05	0.000433470769735	0.00109916441721	0.000212414579677	8.93395573225e-05	0.4	0.125	0.25	0.365269461078
722573847430504448	0.000155299474362	0.00259399830707	0.0284130825072	0.0	0.0124181984678	1.0	0.125	0.75	0.263473053892
3742834517	1.97129363741e-05	0.000853288916801	0.00415885331102	0.00283602168542	0.0	0.9	0.0	0.583333333333	0.532934131737
735391716887429120	2.4280567973e-05	0.000638260109767	0.000133424582436	0.00102762729087	0.000111674446653	1.0	0.0	1.0	0.694610778443
241331375	0.000165877147538	0.00352237664855	0.0150787931157	0.00784594393403	0.000111674446653	0.5	0.25	1.0	0.473053892216
442382315	5.52923825127e-05	0.00101370723316	0.000737011979168	0.0156612695503	0.0	0.5	0.125	0.916666666667	0.14371257485
16536054	5.07247509138e-05	0.00245405892472	0.00166009225357	0.000269823925536	0.000111674446653	0.2	0.125	0.416666666667	0.550898203593
81324827	0.000170925582463	0.000648499576769	0.00495123195364	0.00626910056778	0.000781721126572	0.3	0.125	0.416666666667	0.359281437126
583117972	0.000750774393857	0.0100278513502	0.148420779381	0.036376475181	0.00643244812722	0.6	0.5	0.583333333333	0.850299401198
15800855	0.000650767302008	0.00485350735876	0.0539008083533	0.131031090988	0.00283653094499	0.2	0.375	0.916666666667	0.544910179641
705726066	0.00305983236792	0.0394833847582	0.0246254581364	0.000164573458128	0.0118598262346	0.6	0.0	1.0	0.646706586826
68857077	1.20200831549e-05	0.000583649619092	0.00388746589504	0.000828608225228	0.0	0.3	0.125	0.666666666667	0.568862275449
197516080	0.000147606621143	0.000993228299156	0.00567372152928	0.00684319402637	0.000781721126572	0.4	0.125	0.75	0.820359281437
8685682	3.82238644327e-05	0.000201376184365	0.00318403697404	6.31502804447e-05	0.000223348893306	0.1	0.125	0.25	0.0
2976908908	1.99533380372e-05	0.000590475930426	0.00150942231694	0.00111948224425	6.70046679919e-05	0.9	0.125	0.916666666667	0.814371257485
2701255986	5.26479642186e-05	0.000873767850804	0.0107583780654	0.00890610318756	0.000156344225314	0.8	0.25	0.833333333333	0.0
